8.342837367198438;0.0	10.145445031267359;0.0	11.951477466814971;0.0	11.565680555877801;0.0	10.044003761401612;0.0	
7.157968890712844;0.0	9.783831652308459;0.0	11.57759472506561;0.0	11.499207942309866;0.0	9.791766798034278;0.0	
7.237802446377145;0.0	9.758459183467858;0.0	11.80899191670579;0.0	11.542341865696235;0.0	9.464690731583561;0.0	
9.510906062350069;0.0	9.874523148265542;0.0	10.668843489675487;0.0	11.927026233229068;0.0	10.003809309093112;0.0	
8.472230303336941;0.0	10.4559771977333;0.0	10.148937655431908;0.0	12.393919352119696;0.0	10.148341680959847;0.0	
6.963695166730719;0.0	10.958541955563918;0.0	10.802906814435014;0.0	11.022617541659557;0.0	9.6949709131049;0.0	
9.12426015087268;0.0	10.367538855730713;0.0	11.78222090645203;0.0	10.613998539616082;0.0	9.68122553455133;0.0	
9.4554042195197;0.0	11.20322415811231;0.0	10.522074995421155;0.0	9.930393946211655;0.0	9.346226924631248;0.0	
9.22108092797648;0.0	9.811730553278178;0.0	10.415938471953803;0.0	10.369173024581336;0.0	8.98631671185902;0.0	
7.750734339671102;0.0	10.163993576903;0.0	11.096576887575822;0.0	10.999600860093611;0.0	9.246024144003734;0.0	
6.870446331194648;0.0	9.067516359863832;0.0	12.212038818922153;0.0	10.630931282867564;0.0	9.334498406399982;0.0	
8.844492890751066;0.0	10.324865019972243;0.0	12.236471954018478;0.0	9.937828733923988;0.0	9.417580479690129;0.0	
9.600295329917694;0.0	10.6944059883885;0.0	10.927709592089165;0.0	10.224318640633244;0.0	9.75194718461003;0.0	
8.585108475228566;0.0	11.351381595358713;0.0	11.409988194357847;0.0	10.9764808824505;0.0	10.4069915796523;0.0	
9.571638333834384;0.0	10.546719421296455;0.0	11.329297557643178;0.0	10.604679373663956;0.0	9.441107290199119;0.0	
9.109125875154106;0.0	10.015214898351292;0.0	11.414314348306291;0.0	10.296924648303065;0.0	9.115076277053403;0.0	
9.04975826906243;0.0	10.060649644937216;0.0	11.363233963307334;0.0	10.377669881772256;0.0	9.40977192793502;0.0	
9.939718354269294;0.0	9.96740539271044;0.0	10.631275796347103;0.0	10.152014669466514;0.0	9.728057311556036;0.0	
9.22161467468904;0.0	10.062426842003786;0.0	10.496934770410133;0.0	10.307146308334419;0.0	9.108312311533668;0.0	
9.334105828070898;0.0	9.43401188720842;0.0	11.375489145503012;0.0	10.963429276499363;0.0	9.510364292131628;0.0	
7.8939515343849855;0.0	10.099889873843184;0.0	11.400213159269901;0.0	11.196781477239709;0.0	9.842596147350129;0.0	
